fixture	target	fixture_sha256	applicability	reason
tests/host_atomic_pair_contention.c	x86_64-unknown-linux-gnu	754c9851c46af39c01fcd6432cc376e479c8654013c53bab1b2c9652093019c5	platform-inapplicable	host-harness-out-of-scope
tests/host_atomic_pair_contention.c	x86_64-unknown-uefi	754c9851c46af39c01fcd6432cc376e479c8654013c53bab1b2c9652093019c5	platform-inapplicable	host-harness-is-linux-posix-only
tests/host_frame_vectors.c	aarch64-apple-ios	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	aarch64-apple-macos	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	aarch64-linux-android	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	aarch64-pc-windows-msvc	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	aarch64-unknown-uefi	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	x86_64-apple-ios	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	x86_64-apple-macos	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	x86_64-linux-android	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	x86_64-pc-windows-msvc	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_frame_vectors.c	x86_64-unknown-uefi	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	aarch64-apple-ios	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	aarch64-apple-macos	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	aarch64-linux-android	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	aarch64-pc-windows-msvc	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	aarch64-unknown-uefi	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	x86_64-apple-ios	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	x86_64-apple-macos	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	x86_64-linux-android	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	x86_64-pc-windows-msvc	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_signbit_images.c	x86_64-unknown-uefi	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	aarch64-apple-ios	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	aarch64-apple-macos	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	aarch64-linux-android	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	aarch64-pc-windows-msvc	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	aarch64-unknown-uefi	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	x86_64-apple-ios	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	x86_64-apple-macos	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	x86_64-linux-android	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	x86_64-pc-windows-msvc	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_sseup.c	x86_64-unknown-uefi	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_sysv_unnamed_bitfields.c	aarch64-apple-ios	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	aarch64-apple-macos	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	aarch64-linux-android	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	aarch64-pc-windows-msvc	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	aarch64-unknown-linux-gnu	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	aarch64-unknown-uefi	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	x86_64-apple-ios	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	admitted-supported	applicable-candidate-residual
tests/host_sysv_unnamed_bitfields.c	x86_64-apple-macos	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	admitted-supported	applicable-candidate-residual
tests/host_sysv_unnamed_bitfields.c	x86_64-linux-android	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	admitted-supported	applicable-candidate-residual
tests/host_sysv_unnamed_bitfields.c	x86_64-pc-windows-msvc	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_sysv_unnamed_bitfields.c	x86_64-unknown-linux-gnu	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	admitted-supported	applicable-candidate-residual
tests/host_sysv_unnamed_bitfields.c	x86_64-unknown-uefi	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b	platform-inapplicable	host-oracle-requires-x86-64-sysv-abi
tests/host_vector_joins.c	aarch64-apple-ios	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	aarch64-apple-macos	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	aarch64-linux-android	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	aarch64-pc-windows-msvc	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	aarch64-unknown-uefi	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	x86_64-apple-ios	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	x86_64-apple-macos	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	x86_64-linux-android	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	x86_64-pc-windows-msvc	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
tests/host_vector_joins.c	x86_64-unknown-uefi	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1	platform-inapplicable	host-oracle-is-native-linux-only
