fixture	target	fixture_sha256	applicability	reason
tests/basic_c_aarch64_atomic_pair.c	x86_64-apple-ios	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_pair.c	x86_64-apple-macos	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_pair.c	x86_64-linux-android	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_pair.c	x86_64-pc-windows-msvc	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_pair.c	x86_64-unknown-linux-gnu	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_pair.c	x86_64-unknown-uefi	c7655dbdd6227cec53d270035fac88e544cf1e95edaa8cdbddd861c4a0d9f033	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-apple-ios	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-apple-macos	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-linux-android	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-pc-windows-msvc	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-unknown-linux-gnu	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_atomic_update_pair.c	x86_64-unknown-uefi	5d695188f5fc1d0ef36bd8551e94b6aa7989db8cae8c1214b491e4e162b0ad7a	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-apple-ios	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-apple-macos	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-linux-android	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-pc-windows-msvc	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-unknown-linux-gnu	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_float_to_i128.c	x86_64-unknown-uefi	6fe6033ca2aa8081323c07d64aa5590766f2bbcd5c484cc31ce5fed9ee4bd14b	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-apple-ios	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-apple-macos	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-linux-android	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-pc-windows-msvc	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-unknown-linux-gnu	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128.c	x86_64-unknown-uefi	53ee3ea1e04912ce5e68ca22334a2f590dd2a2bf2988954e27e4b3e9d96b14eb	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-apple-ios	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-apple-macos	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-linux-android	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-pc-windows-msvc	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-unknown-linux-gnu	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_i128_to_float.c	x86_64-unknown-uefi	7a8fa98809691916bb3d250d822e6733e9852e59238110c0a976fd040894479e	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-apple-ios	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-apple-macos	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-linux-android	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-pc-windows-msvc	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-unknown-linux-gnu	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_aarch64_zero_counts.c	x86_64-unknown-uefi	10d281b40321bd9addaa877d3a8794e9ba7ebb36db9d15fd5006eb442a9b94d3	platform-inapplicable	fixture-requires-aarch64-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-apple-ios	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-apple-macos	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-linux-android	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-pc-windows-msvc	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-unknown-linux-gnu	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_memory_operand_no_load.c	aarch64-unknown-uefi	fb77e872151d25a04c01046fdbbb1797f063c16f9e8568f35e48edb5fb9c74cb	platform-inapplicable	fixture-requires-x86-64-linux-target
tests/basic_c_asm_x87_clobber.c	x86_64-linux-android	068f44e3dbb2bc56fda5ed34373a5efc547ee2503f05df8153f274fbbb738485	admitted-supported	applicable-candidate-residual
tests/basic_c_asm_x87_clobber.c	x86_64-pc-windows-msvc	068f44e3dbb2bc56fda5ed34373a5efc547ee2503f05df8153f274fbbb738485	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_asm_x87_clobber.c	x86_64-unknown-uefi	068f44e3dbb2bc56fda5ed34373a5efc547ee2503f05df8153f274fbbb738485	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_asm_x87_control_word.c	aarch64-apple-ios	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_control_word.c	aarch64-apple-macos	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_control_word.c	aarch64-linux-android	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_control_word.c	aarch64-pc-windows-msvc	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_control_word.c	aarch64-unknown-linux-gnu	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_control_word.c	aarch64-unknown-uefi	4133435c2755818b45a1a8e96b35d7eedbbcffa5d2cd8c385ab67f6167487938	platform-inapplicable	fixture-requires-x86-hosted-x87
tests/basic_c_asm_x87_output.c	x86_64-linux-android	d562ccc44c1d3c6e0f7a03e4cc296c0fa26918b24ec90bf708f583fb43ea61d6	admitted-supported	applicable-candidate-residual
tests/basic_c_asm_x87_output.c	x86_64-pc-windows-msvc	d562ccc44c1d3c6e0f7a03e4cc296c0fa26918b24ec90bf708f583fb43ea61d6	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_asm_x87_output.c	x86_64-unknown-uefi	d562ccc44c1d3c6e0f7a03e4cc296c0fa26918b24ec90bf708f583fb43ea61d6	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_atomic_pair_contention.c	x86_64-apple-ios	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_atomic_pair_contention.c	x86_64-apple-macos	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_atomic_pair_contention.c	x86_64-linux-android	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_atomic_pair_contention.c	x86_64-pc-windows-msvc	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_atomic_pair_contention.c	x86_64-unknown-linux-gnu	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_atomic_pair_contention.c	x86_64-unknown-uefi	727fb58ec7b533b6fdea6f76f35fd2911193639143b10c59ec21502f42ccd535	admitted-supported	applicable-candidate-residual
tests/basic_c_complex_arithmetic.c	x86_64-linux-android	16da7d6c308a53d22bcc4a0bfdd3a490820aa2b7ff5ffb615c37d92f553ad3f1	admitted-supported	applicable-candidate-residual
tests/basic_c_complex_x87_callee.c	x86_64-linux-android	7519eb48ac4d35eb86edbb0138c41b685cb6fa5c54280a08f33f5f00a1a798b9	platform-inapplicable	mixed-host-abi-registration-only
tests/basic_c_complex_x87_caller.c	x86_64-linux-android	0262700dc9617644e126c948424952a3997d6941bee472426290d89452ce7465	platform-inapplicable	mixed-host-abi-registration-only
tests/basic_c_created_nan_sign.c	x86_64-linux-android	54947682f31b8534cdd9b47a7df8792ae479099d2728785b130b47161259f1f2	admitted-supported	applicable-candidate-residual
tests/basic_c_dialect.c	aarch64-unknown-uefi	2da51d7682b305d3eb0d44ebad1ffdb415f9f3e4058e66582bf2c903e7a4df58	platform-inapplicable	uefi-lacks-hosted-tls-assertion
tests/basic_c_dialect.c	x86_64-unknown-uefi	2da51d7682b305d3eb0d44ebad1ffdb415f9f3e4058e66582bf2c903e7a4df58	platform-inapplicable	uefi-lacks-hosted-tls-assertion
tests/basic_c_export_dynamic.c	aarch64-apple-ios	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	aarch64-apple-macos	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	aarch64-linux-android	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	aarch64-pc-windows-msvc	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	aarch64-unknown-uefi	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	x86_64-apple-ios	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	x86_64-apple-macos	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	x86_64-linux-android	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	x86_64-pc-windows-msvc	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_export_dynamic.c	x86_64-unknown-uefi	e4b3f1928fcef78a5808d09c465598faef07312b060a328edbb39d83243ddf8d	platform-inapplicable	fixture-registration-is-linux-x86-64-only
tests/basic_c_f80_machine.c	aarch64-linux-android	123cfe7f897a9692bcfc3cb2be4efa8263d5a5c22552528858a0bed744e94fe3	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_machine.c	aarch64-unknown-linux-gnu	123cfe7f897a9692bcfc3cb2be4efa8263d5a5c22552528858a0bed744e94fe3	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_machine.c	aarch64-unknown-uefi	123cfe7f897a9692bcfc3cb2be4efa8263d5a5c22552528858a0bed744e94fe3	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_machine.c	x86_64-linux-android	123cfe7f897a9692bcfc3cb2be4efa8263d5a5c22552528858a0bed744e94fe3	admitted-supported	applicable-candidate-residual
tests/basic_c_f80_transport.c	aarch64-linux-android	3d1dae80465d65c52d26890b3ed8138157e5297248e7bc8b8d8d17bc9ad8b4d5	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_transport.c	aarch64-unknown-linux-gnu	3d1dae80465d65c52d26890b3ed8138157e5297248e7bc8b8d8d17bc9ad8b4d5	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_transport.c	aarch64-unknown-uefi	3d1dae80465d65c52d26890b3ed8138157e5297248e7bc8b8d8d17bc9ad8b4d5	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_transport.c	x86_64-linux-android	3d1dae80465d65c52d26890b3ed8138157e5297248e7bc8b8d8d17bc9ad8b4d5	admitted-supported	applicable-candidate-residual
tests/basic_c_f80_u64.c	aarch64-linux-android	896530df9ff8b2dc860c72bfbc78e0390edc9e09230720fa04ebdaed1210b70d	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_u64.c	aarch64-unknown-linux-gnu	896530df9ff8b2dc860c72bfbc78e0390edc9e09230720fa04ebdaed1210b70d	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_u64.c	aarch64-unknown-uefi	896530df9ff8b2dc860c72bfbc78e0390edc9e09230720fa04ebdaed1210b70d	platform-inapplicable	fixture-requires-x86-64-sysv-x87
tests/basic_c_f80_u64.c	x86_64-linux-android	896530df9ff8b2dc860c72bfbc78e0390edc9e09230720fa04ebdaed1210b70d	admitted-supported	applicable-candidate-residual
tests/basic_c_float_limits.c	x86_64-linux-android	71324a91edb64a216e11f082bffea18803ab1b5e2f93e7efa733fc62ecabeb03	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-apple-ios	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-apple-macos	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-linux-android	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-pc-windows-msvc	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-unknown-linux-gnu	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_int128.c	x86_64-unknown-uefi	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d	admitted-supported	applicable-candidate-residual
tests/basic_c_long_double_aggregate.c	x86_64-linux-android	484868ea4d512fa80b023f6e4d54256148d5180508757c64441942286f3070cc	admitted-supported	applicable-candidate-residual
tests/basic_c_long_double_aggregate_callee.c	x86_64-linux-android	fb9b602f99bc6915f5bbcb62b43caf69907a885c5f2d734b220ab1f0119bdcd3	platform-inapplicable	mixed-host-abi-registration-only
tests/basic_c_long_double_aggregate_caller.c	x86_64-linux-android	b3cb6f0cda64d6012f73c93dd3d258c076c29348f93baed6968c2757458b7cb2	platform-inapplicable	mixed-host-abi-registration-only
tests/basic_c_long_double_arithmetic.c	x86_64-linux-android	320d394de4553ad02c6500753b86639e6917c919135578d1e8ab735b44dc9dab	admitted-supported	applicable-candidate-residual
tests/basic_c_long_double_static_initializer.c	x86_64-linux-android	515032d731454db8c43d52a618ddb158defd7a4f1dd2159e0d8d5cab64cdc4a7	admitted-supported	applicable-candidate-residual
tests/basic_c_long_double_static_special.c	x86_64-linux-android	10786faa598627598eebf576f1fdee8d40a29019f7803b23089c6bd85a136951	admitted-supported	applicable-candidate-residual
tests/basic_c_predicate_bank.c	aarch64-apple-ios	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_predicate_bank.c	aarch64-apple-macos	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_predicate_bank.c	aarch64-linux-android	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_predicate_bank.c	aarch64-pc-windows-msvc	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_predicate_bank.c	aarch64-unknown-linux-gnu	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_predicate_bank.c	aarch64-unknown-uefi	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432	platform-inapplicable	fixture-requires-x86-64-avx512
tests/basic_c_sbase_declarations.c	aarch64-apple-ios	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	aarch64-apple-macos	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	aarch64-linux-android	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	aarch64-pc-windows-msvc	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	aarch64-unknown-linux-gnu	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	aarch64-unknown-uefi	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-apple-ios	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-apple-macos	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-linux-android	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-pc-windows-msvc	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-unknown-linux-gnu	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_sbase_declarations.c	x86_64-unknown-uefi	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563	admitted-supported	applicable-candidate-residual
tests/basic_c_simd_translate.c	aarch64-apple-ios	76c1e91820227dcad6fd44a1ed159db4581006f86b6ba673f3834a13b5647d81	platform-inapplicable	fixture-registration-is-x86-64-linux-only
tests/basic_c_simd_translate.c	x86_64-apple-ios	76c1e91820227dcad6fd44a1ed159db4581006f86b6ba673f3834a13b5647d81	platform-inapplicable	fixture-registration-is-x86-64-linux-only
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-apple-ios	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-apple-macos	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-linux-android	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-pc-windows-msvc	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-unknown-linux-gnu	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	aarch64-unknown-uefi	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-apple-ios	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-apple-macos	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-linux-android	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-pc-windows-msvc	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-unknown-linux-gnu	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_sizeof_anonymous_aggregate.c	x86_64-unknown-uefi	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db	admitted-supported	applicable-candidate-residual
tests/basic_c_static_local.c	aarch64-unknown-uefi	e3e7ea3d3be4e20de920d191369a49d4d846667b11f99beeb16757c2c837b189	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_static_local.c	x86_64-unknown-uefi	e3e7ea3d3be4e20de920d191369a49d4d846667b11f99beeb16757c2c837b189	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_thread_local.c	aarch64-unknown-uefi	50a5e3999c4758f8ad8856d76d806ca57c0f1370c2bf41441866b116c0edd405	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_thread_local.c	x86_64-unknown-uefi	50a5e3999c4758f8ad8856d76d806ca57c0f1370c2bf41441866b116c0edd405	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_thread_local_models.c	aarch64-unknown-uefi	ad6d7e6a1501bd843782d83dda3ebf09a246b096720cb79e7d92c3363a75cef4	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_thread_local_models.c	x86_64-unknown-uefi	ad6d7e6a1501bd843782d83dda3ebf09a246b096720cb79e7d92c3363a75cef4	platform-inapplicable	fixture-requires-hosted-thread-local-abi
tests/basic_c_uefi.c	aarch64-apple-ios	e56606c198aba3b464e9466fad09defe80afdea14076b19262f16b489f528e8c	platform-inapplicable	fixture-requires-uefi-target
