round,pair,order,variant,job,wall_seconds,user_seconds,system_seconds,peak_rss_bytes,cycles,instructions,branches,branch_misses,cache_references,cache_misses,arena_calls,arena_bytes,output_bytes,source_bytes,source_lines,source_functions,output_sha256,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
0,0,0,0,0,0.024512265000339539,0.02053,0.003908,22732800,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3570,0,2,0
0,0,1,1,0,0.016691035000803822,0.012399,0.004215,22839296,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3579,0,2,0
0,1,0,1,0,0.017645964000621461,0.014076999999999999,0.0033779999999999999,22831104,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3577,0,2,0
0,1,1,0,0,0.016661309000483016,0.012723999999999999,0.003846,22921216,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3572,0,2,0
0,2,0,0,0,0.016973034999864467,0.016888999999999998,0,22663168,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3570,0,2,0
0,2,1,1,0,0.019898845999705372,0.010402,0.0094229999999999991,22937600,NA,NA,NA,NA,NA,NA,NA,NA,2008,133,5,1,a8c1633e798ef980493443e67e6fdb6eada42f775edf7051d304d09c3ddadf5a,3579,0,2,0
0,0,0,0,1,0.024964424000245344,0.020371,0.0045009999999999998,22482944,NA,NA,NA,NA,NA,NA,NA,NA,2056,133,5,1,6b21b079ef6f8f7f055926600e53b906dd7be041e021dd2791b7aa8c55e24585,3546,0,2,1
0,0,1,1,1,0.019111542000246118,0.01239,0.0066379999999999998,22523904,NA,NA,NA,NA,NA,NA,NA,NA,2056,133,5,1,6b21b079ef6f8f7f055926600e53b906dd7be041e021dd2791b7aa8c55e24585,3551,0,2,0
0,1,0,1,1,0.017910499999743479,0.010596,0.0071679999999999999,23023616,NA,NA,NA,NA,NA,NA,NA,NA,2056,133,5,1,6b21b079ef6f8f7f055926600e53b906dd7be041e021dd2791b7aa8c55e24585,3558,0,2,0
0,1,1,0,1,0.018625419000272814,0.0099100000000000004,0.008574,22880256,NA,NA,NA,NA,NA,NA,NA,NA,2056,133,5,1,6b21b079ef6f8f7f055926600e53b906dd7be041e021dd2791b7aa8c55e24585,3558,0,2,0
