F	1	big0	175224	830485	12376628	1647584	521	14855218	130817	115213	7205	0	0	0	0	62003601	80622560	0	1	ok
F	2	big1	175224	566611	12189779	1511529	200	14268119	130817	115213	7205	0	0	0	0	62003600	80622560	0	1	ok
F	3	big2	175224	627384	11977342	1429236	200	14034162	130817	115213	7205	0	0	0	0	62003600	80622560	0	1	ok
F	4	big3	175224	637714	11864549	1645581	241	14148085	130817	115213	7205	0	0	0	0	62003600	80622560	0	1	ok
F	5	main	64	2074	43872	3066	30	49042	61	55	1	0	0	0	0	24864	33188	0	1	ok
P	/home/david/531/inputs/few_large.c	59405896	1920045	57485190	661	43961223	248039265	0	33	33	5	5	0	0	5	5	6	5	0	80622560
