0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,38,64,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
6,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
7,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
8,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
9,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
10,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
11,0,0,2,38,37,0,0,0,0,0,0,0,0,0,0,0
12,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
13,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
14,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
15,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
16,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
17,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
18,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
19,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
20,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
21,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
22,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
23,0,16,3,38,37,37,0,33,0,0,0,0,0,0,0,0
24,0,16,1,39,0,0,0,0,0,0,0,0,0,0,0,0
25,0,16,1,39,0,0,0,0,0,0,0,0,0,0,0,0
26,0,16,1,39,0,0,0,0,0,0,0,0,0,0,0,0
27,0,16,1,39,0,0,0,0,0,0,0,0,0,0,0,0
28,196610,64,2,38,37,0,0,0,0,0,0,0,0,0,0,2
