round,pair,order,variant,job,wall_seconds,user_seconds,system_seconds,peak_rss_bytes,cycles,instructions,branches,branch_misses,cache_references,cache_misses,arena_calls,arena_bytes,output_bytes,source_bytes,source_lines,source_functions,output_sha256
0,0,0,1,9,0.021167516999412328,0.012940999999999999,0.0080489999999999989,30601216,NA,NA,NA,NA,NA,NA,NA,NA,147280,39898,2049,512,02ee45f00f5fa967779eb017bd9c1965526161af8ee6a0f23a31a68b3dbbac77
0,0,1,0,9,0.021592864999547601,0.012955999999999999,0.0082259999999999989,30797824,NA,NA,NA,NA,NA,NA,NA,NA,147280,39898,2049,512,02ee45f00f5fa967779eb017bd9c1965526161af8ee6a0f23a31a68b3dbbac77
0,0,0,0,10,0.027816981997602852,0.016365999999999999,0.011294999999999999,30674944,NA,NA,NA,NA,NA,NA,NA,NA,106320,39898,2049,512,7b8f1ead52d1f75ea51a9518f4611f96b3105a83b8e9ff16958705114f2a13b3
0,0,1,1,10,0.023669976999372011,0.015592999999999999,0.0078689999999999993,30674944,NA,NA,NA,NA,NA,NA,NA,NA,106320,39898,2049,512,7b8f1ead52d1f75ea51a9518f4611f96b3105a83b8e9ff16958705114f2a13b3
0,0,0,0,4,0.028782725999917602,0.017807,0.010761999999999999,29110272,NA,NA,NA,NA,NA,NA,NA,NA,163920,51085,1029,1,3469c6c02ad818b9b840f744b74781f39d0d6d69319fb824d729f7875274b381
0,0,1,1,4,0.029654771999048535,0.025325999999999998,0.0040980000000000001,28950528,NA,NA,NA,NA,NA,NA,NA,NA,163920,51085,1029,1,3469c6c02ad818b9b840f744b74781f39d0d6d69319fb824d729f7875274b381
0,0,0,0,5,0.024475829999573762,0.015458999999999999,0.0088079999999999999,31342592,NA,NA,NA,NA,NA,NA,NA,NA,192736,51085,1029,1,98c15b8b4636441c6e839c68a3bed9dee3bd8ae062882739073db7b7ed7d66f3
0,0,1,1,5,0.023833107003156329,0.011831999999999999,0.011797,31014912,NA,NA,NA,NA,NA,NA,NA,NA,192736,51085,1029,1,98c15b8b4636441c6e839c68a3bed9dee3bd8ae062882739073db7b7ed7d66f3
0,0,0,0,16,0.066178724999190308,0.049187999999999996,0.016740999999999999,43257856,NA,NA,NA,NA,NA,NA,NA,NA,1082000,235398,3329,64,0a2640f1e20aa1aa539adbeb18cdf2a1ebe47a1dc573029aa0c35ed433364c04
0,0,1,1,16,0.05942940900058602,0.035644999999999996,0.023382999999999998,42930176,NA,NA,NA,NA,NA,NA,NA,NA,1082000,235398,3329,64,0a2640f1e20aa1aa539adbeb18cdf2a1ebe47a1dc573029aa0c35ed433364c04
