workload,series,pair,compiler,wall_s,user_s,system_s,rss_kib,minor_faults,major_faults,sha256
member_stress,before_pause,counter,candidate,0.954659448005259,0.30925199999999997,0.12318899999999999,97968,2478,0,c0e8d9e046f694a287a7acc706924140afa63caf20789e329f7a714e0afe8b4e
compiler,resumed,-2,baseline,33.51849471900641,7.483277,6.916882,1091268,239806,248,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,-2,candidate,9.37150966199988,4.435579,1.027349,1091416,245304,6,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,-1,candidate,13.618461771999137,5.204971,1.020863,1235728,164771,4,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,-1,baseline,35.5233394310053,15.541982,1.802613,1562376,93852,139,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,0,baseline,26.532746539000073,10.364054,1.4912969999999999,1268060,186277,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,0,candidate,9.646201518000453,4.615568,0.681396,1300724,185760,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,1,candidate,20.469732637997367,9.316357,1.2667329999999999,1284004,182642,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,1,baseline,34.423790195003676,13.013504,1.597087,1314920,176551,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,2,candidate,9.530390086998523,4.535891,0.630258,1284804,182218,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,2,baseline,18.67893384800118,7.406583,1.142265,1310256,181927,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,3,baseline,33.99998075700569,15.563319,2.199211,1416160,163977,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,3,candidate,12.278554857999552,6.440582,0.907269,1340104,154406,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,4,candidate,10.755583915000898,4.771734,0.645334,1377424,160751,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,4,baseline,13.161700600998302,6.109586,1.133483,1336960,158237,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,5,candidate,28.724118574005843,14.453277,1.9822829999999998,1358588,160647,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,5,baseline,31.26975369000138,8.447655,1.092489,1361284,152597,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,6,baseline,54.42504202100099,11.172927,1.438178,1375948,168737,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,6,candidate,15.599086367998098,6.147657,0.9572769999999999,1296488,177409,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,7,baseline,14.657928161999735,5.614843,0.829278,1334960,165539,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,7,candidate,30.973413051004172,11.666811,1.463395,1382868,157583,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,counter,baseline,32.67801092200534,12.091751,1.572835,1351260,162763,5,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
compiler,resumed,counter,candidate,12.051296774996445,4.802459,0.733321,1343080,171518,0,32d7e4007e1592c95e083cf20b9060fa539b471b93f35d166a426ba6a7f0a391
