workload,phase,pair,warmup,variant,wallNs,userCpuNs,systemCpuNs,maxRssKiB,instructionsUser,sha256,command
full-compiler,timing,-1,True,after,4765219510,2209450000,146538000,1844648,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing--1-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,-1,True,before,4568166973,2141497000,128026000,1844692,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing--1-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,0,False,before,4218605480,1950965000,110575000,1844340,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-0-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,0,False,after,4960444920,2216140000,139903000,1844620,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-0-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,1,False,after,4451432239,2012288000,120288000,1844736,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-1-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,1,False,before,4323685749,1954639000,120198000,1844520,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-1-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,2,False,before,4343666182,1936283000,141129000,1844304,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-2-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,2,False,after,4584115268,1990125000,221387000,1814396,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-2-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,3,False,after,4496011093,2119199000,123125000,1844560,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-3-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,3,False,before,4359777905,2005030000,149003000,1782116,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-3-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,4,False,before,4530679325,2004868000,176323000,1636372,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-4-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,4,False,after,4884658217,2228005000,157511000,1838820,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-4-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,5,False,after,4601613677,2090458000,205293000,1804400,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-5-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,5,False,before,3854200391,2116659000,121838000,1844292,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-5-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,6,False,before,2695266707,2157332000,124748000,1844480,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-6-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,6,False,after,2419777513,2292419000,114334000,1844640,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-6-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,7,False,after,4979157087,4494959000,233649000,1844740,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-7-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,7,False,before,5439218343,5022558000,302100000,1844516,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-7-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,8,False,before,8315162401,7709459000,467131000,1844148,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-8-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,8,False,after,5217971229,4610753000,378104000,1844524,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing-8-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,0,False,before,,,,,11617439280,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,0,False,after,,,,,11617445979,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,1,False,after,,,,,11617446776,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,1,False,before,,,,,11617436295,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,2,False,before,,,,,11617416818,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,counter,2,False,after,,,,,11617432234,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
