workload,phase,pair,warmup,variant,wallNs,userCpuNs,systemCpuNs,maxRssKiB,instructionsUser,sha256,command
shallow-2048,timing,6,False,before,134966904,56807000,7930000,137920,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-6-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,timing,6,False,after,131718480,54029000,9335000,138200,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-6-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,timing,7,False,after,136313041,56383000,7622000,138008,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-7-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,timing,7,False,before,143841751,61983000,3807000,137980,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-7-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,timing,8,False,before,134359586,56047000,7865000,138264,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-8-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,timing,8,False,after,136733412,58391000,6573000,138236,,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-2048-timing-8-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,0,False,before,,,,,478567908,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,0,False,after,,,,,478568183,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,1,False,after,,,,,478567870,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,1,False,before,,,,,478564069,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,2,False,before,,,,,478568284,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-2048,counter,2,False,after,,,,,478567413,955eaddcaa41b9c4faa0f7a3f380585abaad104b441a6a691ec693d6665c21a2,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-2048.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,-2,True,before,44984607,15502000,6637000,68084,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing--2-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,-2,True,after,44612104,17929000,3579000,68484,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing--2-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,-1,True,after,45757726,18257000,4352000,68336,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing--1-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,-1,True,before,47047284,18061000,4287000,68128,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing--1-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,0,False,before,43489946,15756000,5723000,68376,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-0-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,0,False,after,47253407,18315000,3975000,68484,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-0-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,1,False,after,45385553,14315000,8136000,68104,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-1-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,1,False,before,44425919,17185000,4295000,68244,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-1-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,2,False,before,49043774,16008000,7970000,68096,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-2-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,2,False,after,62962631,27230000,4036000,68572,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-2-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,3,False,after,59043645,27021000,2164000,68644,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-3-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,3,False,before,50450245,16484000,7692000,68100,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-3-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,4,False,before,49195675,18850000,4284000,68172,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-4-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,4,False,after,45504962,18374000,3864000,68244,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-4-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,5,False,after,45891451,17746000,4931000,68328,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-5-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,5,False,before,46030981,17369000,5470000,67824,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-5-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,6,False,before,45558672,20196000,2241000,68152,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-6-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,6,False,after,44051543,16948000,4516000,68100,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-6-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,7,False,after,45496019,17329000,4625000,68188,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-7-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,7,False,before,45638876,16695000,5533000,68124,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-7-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,8,False,before,49356812,18365000,5231000,68316,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-8-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,timing,8,False,after,45284781,18063000,4229000,68512,,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-256-timing-8-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,0,False,before,,,,,127130448,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,0,False,after,,,,,127127678,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,1,False,after,,,,,127128083,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,1,False,before,,,,,127128027,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,2,False,before,,,,,127127838,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-256,counter,2,False,after,,,,,127127359,0b788ec286fbd9cb7b9c95b5c9551744380473978e4fd3fa53a7a4527bb0c428,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-256.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,-2,True,before,38521113,16720000,1762000,58096,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing--2-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,-2,True,after,34343591,12137000,4824000,58192,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing--2-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,-1,True,after,39367744,13030000,5406000,58424,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing--1-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,-1,True,before,38880340,14645000,3894000,57656,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing--1-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,0,False,before,40465669,12180000,7300000,57924,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-0-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,0,False,after,42862072,16313000,4343000,58144,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-0-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,1,False,after,38356104,14494000,4081000,58180,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-1-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,1,False,before,39032272,13669000,4958000,57700,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-1-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,2,False,before,36038446,14505000,3355000,57912,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-2-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,2,False,after,37262474,13415000,4859000,58304,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-2-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,3,False,after,36497248,13523000,4146000,58128,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-3-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,3,False,before,37526505,14671000,2917000,57872,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-3-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,4,False,before,35566725,12026000,5455000,57880,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-4-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,4,False,after,37260474,12665000,4509000,58140,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-4-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,5,False,after,34730937,13633000,3566000,57892,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-5-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,5,False,before,37579917,11623000,5805000,57912,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-5-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,6,False,before,34974926,14844000,2463000,57500,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-6-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,6,False,after,34052893,13808000,2965000,58104,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-6-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,7,False,after,36114810,13141000,4761000,57940,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-7-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,7,False,before,37418282,15081000,3012000,57780,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-7-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,8,False,before,37155978,13953000,4000000,57712,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-8-before.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,timing,8,False,after,39493887,13139000,6068000,58112,,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-shallow-64-timing-8-after.json"", ""--"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,0,False,before,,,,,100537674,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,0,False,after,,,,,100537434,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,1,False,after,,,,,100537265,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,1,False,before,,,,,100537290,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,2,False,before,,,,,100536671,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""BASELINE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
shallow-64,counter,2,False,after,,,,,100537417,07e71db8afc214af741dc239931201eee9ba176b6cb10eef81077500e5f486c9,"[""taskset"", ""-c"", ""2"", ""perf"", ""stat"", ""-x"", "";"", ""-e"", ""instructions:u"", ""--"", ""CANDIDATE"", ""cc"", ""-c"", ""-g"", ""CORPUS/shallow-64.c"", ""-o"", ""CORPUS/comparison.o""]"
full-compiler,timing,-2,True,before,4265577932,2009683000,116371000,1844428,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""BASELINE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing--2-before.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
full-compiler,timing,-2,True,after,4218555081,1953906000,114199000,1844524,,e103845ba8e74e40f55041de20100b0b99db636ae28687b2f5b8e2e33d99cda6,"[""LAUNCHER"", ""CANDIDATE"", ""REPORT_DIR/abi-benchmark-full-compiler-timing--2-after.json"", ""--"", ""cc"", ""-ICORPUS/frozen/src"", ""-ICORPUS/frozen/generated"", ""-DBUSTER_UNITY_BUILD=1"", ""-DBUSTER_INCLUDE_TESTS=0"", ""-g"", ""CORPUS/frozen/src/buster/apps/ide/ide.c"", ""-lm"", ""-o"", ""CORPUS/comparison-ide""]"
