round,pair,order,variant,job,wall_seconds,user_seconds,system_seconds,peak_rss_bytes,cycles,instructions,branches,branch_misses,cache_references,cache_misses,arena_calls,arena_bytes,output_bytes,source_bytes,source_lines,source_functions,output_sha256,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
0,0,0,0,4,0.198288615,0.16576199999999999,0.013264999999999999,428421120,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1234,0,154,12
0,0,1,1,4,0.19848153800000001,0.155751,0.023191999999999997,428969984,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,797,0,182,24
0,0,0,1,0,0.020134443000000002,0.0057780000000000001,0.0028799999999999997,55189504,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1026,0,11,4
0,0,1,0,0,0.019845823000000002,0.005744,0.0028699999999999997,55439360,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1026,0,9,4
0,0,0,1,3,0.060690988000000001,0.038926999999999996,0.0097310000000000001,179539968,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,674,0,75,9
0,0,1,0,3,0.060326957,0.045273999999999995,0.0032339999999999999,179019776,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1121,0,42,9
0,0,0,0,5,0.43392382300000004,0.37333099999999997,0.040014999999999995,1025953792,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1136,0,182,24
0,0,1,1,5,0.43320312300000002,0.36980199999999996,0.042914000000000001,1026109440,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1141,0,187,15
0,0,0,1,1,0.056186779000000006,0.034164,0.01026,156237824,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1076,0,46,7
0,0,1,0,1,0.055928936000000005,0.040840000000000001,0.0034069999999999999,156512256,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1084,0,47,8
0,0,0,0,2,0.040584949000000002,0.026062999999999999,0.0032619999999999997,131342336,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,628,0,30,6
0,0,1,1,2,0.04079895,0.019695000000000001,0.0098519999999999996,131403776,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1072,0,26,7
0,1,0,0,3,0.060270189000000002,0.042069999999999996,0.0064770000000000001,179404800,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,672,0,38,8
0,1,1,1,3,0.059925774000000001,0.044950999999999998,0.00346,179654656,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,682,0,29,8
0,1,0,1,4,0.197626095,0.155227,0.023122,428326912,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1235,0,149,15
0,1,1,0,4,0.19894330400000002,0.159526,0.019935999999999999,428396544,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1234,0,126,15
0,1,0,1,2,0.04059633,0.029493999999999999,0,131166208,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1068,0,23,5
0,1,1,0,2,0.040751260000000004,0.025863999999999998,0.0036939999999999998,131428352,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1077,0,29,5
0,1,0,0,1,0.055569503000000006,0.037265,0.0067809999999999997,156315648,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1083,0,53,10
0,1,1,1,1,0.055588498,0.037222999999999999,0.0067729999999999995,156532736,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1081,0,25,8
0,1,0,0,0,0.019456552000000002,0.0042779999999999997,0.00428,55246848,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1026,0,11,3
0,1,1,1,0,0.019572200000000001,0.0055950000000000001,0.0027899999999999999,55353344,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1029,0,12,2
0,1,0,1,5,0.44174193,0.36899599999999999,0.043612999999999999,1025875968,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1139,0,211,26
0,1,1,0,5,0.44776993400000004,0.37472099999999997,0.040139000000000001,1025622016,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1581,0,218,13
0,2,0,0,5,0.43619376600000004,0.375278,0.040224999999999997,1025982464,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1139,0,189,18
0,2,1,1,5,0.45094805900000001,0.37573699999999999,0.039896000000000001,1025888256,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1140,0,220,29
0,2,0,0,1,0.055838377000000002,0.041023999999999998,0.0031589999999999999,156905472,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,644,0,36,8
0,2,1,1,1,0.055261786,0.036568999999999997,0.0073159999999999996,156651520,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,638,0,23,7
0,2,0,0,3,0.060353335000000001,0.041583999999999996,0.0069340000000000001,179150848,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1121,0,36,9
0,2,1,1,3,0.060278617000000007,0.041739999999999999,0.0069569999999999996,179146752,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1120,0,39,8
0,2,0,1,2,0.040308719999999999,0.025954999999999999,0.0032459999999999998,131584000,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,628,0,27,6
0,2,1,0,2,0.040688173000000001,0.019602999999999999,0.0097990000000000004,131162112,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1067,0,25,6
0,2,0,1,4,0.19652316800000003,0.16047699999999998,0.016719999999999999,428539904,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1267,0,192,17
0,2,1,0,4,0.19915103100000001,0.16023899999999999,0.019626999999999999,428298240,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1238,0,197,16
0,2,0,0,0,0.018911552000000002,0.0040829999999999998,0.0040879999999999996,55476224,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,576,0,13,3
0,2,1,1,0,0.019622234000000002,0.0081239999999999993,0,55402496,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1027,0,12,5
0,3,0,1,0,0.019722813000000002,0.008513999999999999,0,55562240,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1032,0,9,5
0,3,1,0,0,0.018951746000000002,0.0040339999999999994,0.0040349999999999995,55640064,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,587,0,9,5
0,3,0,0,2,0.040711577000000006,0.019452999999999998,0.009722999999999999,131100672,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1067,0,31,7
0,3,1,1,2,0.040782689000000004,0.019699999999999999,0.0098359999999999993,131055616,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1068,0,27,8
0,3,0,0,4,0.19839663900000001,0.16574899999999998,0.013254999999999999,428187648,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1234,0,192,16
0,3,1,1,4,0.20000915000000002,0.15737299999999999,0.023445999999999998,428363776,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1235,0,179,14
0,3,0,1,1,0.055382022000000003,0.037260000000000001,0.0067629999999999999,156553216,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1085,0,28,8
0,3,1,0,1,0.055362505000000006,0.034477000000000001,0.009382999999999999,156827648,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,638,0,22,8
0,3,0,1,3,0.064229398000000007,0.029146999999999999,0.019441999999999997,179494912,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,678,0,54,9
0,3,1,0,3,0.060244701000000005,0.041673999999999996,0.006953,179195904,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1121,0,42,9
0,3,0,1,5,0.44458037800000005,0.35550499999999996,0.060377999999999994,1025593344,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1581,0,152,32
0,3,1,0,5,0.43519953100000003,0.360763,0.052933000000000001,1025720320,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1580,0,193,21
0,4,0,1,4,0.19804853600000003,0.14579899999999998,0.033090000000000001,428679168,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1261,0,173,11
0,4,1,0,4,0.19827175400000002,0.16534699999999999,0.013498,428404736,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1235,0,138,14
0,4,0,1,1,0.055921973000000007,0.037981999999999995,0.0063279999999999994,156651520,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1086,0,27,8
0,4,1,0,1,0.055553784000000002,0.034665000000000001,0.0094299999999999991,156340224,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1079,0,27,9
0,4,0,1,3,0.060189158000000006,0.044727999999999997,0.0034149999999999996,179544064,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,679,0,61,9
0,4,1,0,3,0.060207754000000002,0.042620999999999999,0.0060919999999999993,179167232,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1134,0,35,8
0,4,0,1,0,0.018938802000000001,0.0027519999999999997,0.0055019999999999999,55533568,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1033,0,13,3
0,4,1,0,0,0.018619064000000001,0.0078619999999999992,0,55480320,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,585,0,10,4
0,4,0,1,5,0.44736796000000001,0.36333899999999997,0.053321,1025830912,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1585,0,91,23
0,4,1,0,5,0.43595410600000001,0.36185200000000001,0.053107999999999995,1025908736,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1138,0,284,43
0,4,0,1,2,0.040686279000000006,0.014718,0.014728999999999999,131543040,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,630,0,27,7
0,4,1,0,2,0.040504096000000003,0.026012,0.0032529999999999998,131526656,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,628,0,29,6
0,5,0,0,2,0.040861306999999999,0.020773999999999997,0.0089040000000000005,131035136,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1068,0,23,8
0,5,1,1,2,0.041405875000000002,0.023476999999999998,0.0067039999999999999,131170304,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1068,0,28,6
0,5,0,0,1,0.061615240000000002,0.040854999999999995,0.003408,156577792,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1086,0,23,8
0,5,1,1,1,0.055273498000000004,0.040760999999999999,0.003137,156299264,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1079,0,20,8
0,5,0,0,3,0.060027665000000001,0.041792999999999997,0.0064339999999999996,179445760,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,677,0,45,8
0,5,1,1,3,0.060671391000000005,0.042189999999999998,0.0064919999999999995,179343360,NA,NA,NA,NA,NA,NA,NA,NA,1968568,2240463,32773,1,c491f4791a93a71124b9219b05e718490cf6bd1c68b1ec8fc6a6550e31f844b1,1132,0,53,9
0,5,0,0,0,0.018984598000000002,0.0041129999999999995,0.0041129999999999995,55312384,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,1028,0,9,4
0,5,1,1,0,0.018812266000000001,0.0039189999999999997,0.0039099999999999994,55431168,NA,NA,NA,NA,NA,NA,NA,NA,2408,135,5,1,3d4d37e7dcef36139698862d60d536450dfb480779ac0676046a82e065e8af0f,584,0,9,4
0,5,0,0,5,0.433950893,0.37312899999999999,0.039995999999999997,1026011136,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1139,0,315,20
0,5,1,1,5,0.43371579200000004,0.3669,0.046234999999999998,1025949696,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1136,0,298,22
0,5,0,0,4,0.20042794500000002,0.16092199999999998,0.020107999999999997,428253184,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1234,0,129,11
0,5,1,1,4,0.19845521700000002,0.15930999999999998,0.019914999999999999,428351488,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,1236,0,163,22
0,6,0,0,1,0.055689087000000005,0.034452999999999998,0.0094019999999999989,156938240,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,643,0,41,7
0,6,1,1,1,0.055685851000000001,0.033972999999999996,0.010196,156311552,NA,NA,NA,NA,NA,NA,NA,NA,994016,407679,8197,1,76f10b65f44b546f736cef2848789238eb7a5f77ce08b564ccca55b5bdc08f36,1077,0,24,9
0,6,0,1,2,0.040991058000000004,0.023012999999999999,0.0065759999999999994,131264512,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1071,0,26,6
0,6,1,0,2,0.040761990000000005,0.01976,0.009887,131297280,NA,NA,NA,NA,NA,NA,NA,NA,837856,318511,16385,4096,b4f737276339a7626b246c204b626e79f9d9ec0f1f160233a5aa1c27728af83f,1071,0,22,6
0,6,0,0,4,0.19879322100000002,0.15618799999999999,0.023268,428593152,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,794,0,189,17
0,6,1,1,4,0.19977783500000001,0.16354399999999999,0.016684000000000001,428826624,NA,NA,NA,NA,NA,NA,NA,NA,5833440,1882629,26625,512,0f41e20848de6408cce7b1c5f57f0212c9401233ca75c7b6652c8ea62bfcd43f,797,0,188,16
0,6,0,1,5,0.44403581700000005,0.36838399999999999,0.046883999999999995,1026068480,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1140,0,78,15
0,6,1,0,5,0.43898067700000004,0.37978799999999996,0.033332000000000001,1025626112,NA,NA,NA,NA,NA,NA,NA,NA,11457352,5690734,153602,512,388033e7552b3b3255277a47381a62d5067155e67b74e663ad0ac019ed72fc50,1584,0,157,17
